Origin,Destination,TemperatureC,WindSpeedKph,ScheduledDepartureHour,DelayMinutes
MAA,BOM,31.9,24.7,21,19
DEL,HYD,20.6,15.5,13,26
BLR,DEL,22.1,11.7,8,21
MAA,BLR,32.2,0.6,19,45
HYD,BOM,28.7,8.3,20,0
DEL,BOM,24.6,13.4,12,29
BOM,HYD,21.7,18.2,2,18
MAA,HYD,23.6,14.6,16,5
DEL,BOM,23.4,21.1,14,18
HYD,BLR,33.4,16.6,10,35
BOM,HYD,30.0,2.5,21,10
BOM,HYD,30.6,9.7,6,50
MAA,BOM,26.4,2.8,0,26
BLR,MAA,33.4,2.9,7,33
MAA,BOM,33.2,12.5,21,0
BOM,BLR,30.1,10.6,15,12
BOM,MAA,34.2,6.5,9,28
DEL,BOM,27.5,16.3,11,0
BOM,BLR,32.8,4.1,3,0
BLR,BOM,30.3,15.8,21,9
BLR,HYD,31.0,6.1,10,4
BLR,DEL,28.0,12.4,10,0
DEL,BOM,29.3,5.3,23,13
DEL,HYD,26.9,6.3,6,15
MAA,HYD,23.8,5.1,3,19
BOM,MAA,34.8,4.0,3,11
HYD,BLR,22.2,23.0,20,5
MAA,DEL,25.0,11.6,22,24
HYD,MAA,27.9,8.0,18,0
MAA,DEL,23.8,21.1,3,26
BOM,HYD,25.9,2.0,14,8
HYD,MAA,22.8,16.3,11,37
MAA,DEL,23.7,1.3,1,42
BOM,HYD,21.7,4.5,8,1
BOM,BLR,34.8,15.0,2,0
BLR,HYD,35.0,2.9,20,24
DEL,BLR,23.5,6.5,22,8
BOM,HYD,24.7,4.5,2,14
HYD,BOM,23.2,19.9,19,8
BOM,BLR,24.9,11.5,18,33
DEL,HYD,29.1,24.6,9,0
HYD,DEL,22.1,12.4,18,45
MAA,BLR,24.2,3.8,20,20
BLR,DEL,32.7,15.1,14,29
DEL,MAA,22.6,2.5,1,29
BLR,DEL,25.0,13.9,7,13
MAA,BOM,21.1,15.0,2,3
DEL,HYD,34.7,23.3,5,30
MAA,HYD,30.0,18.7,13,9
HYD,DEL,34.5,21.7,9,33
DEL,HYD,30.4,7.6,17,0
HYD,MAA,30.2,0.8,18,0
DEL,MAA,31.0,4.0,22,18
DEL,HYD,20.6,13.1,14,0
MAA,DEL,21.6,8.3,5,0
HYD,DEL,20.7,24.9,16,0
HYD,BOM,23.3,16.1,4,25
MAA,BLR,23.7,10.3,13,18
BLR,BOM,28.2,7.9,11,0
MAA,BOM,20.3,2.6,9,9
DEL,MAA,33.7,8.5,8,8
DEL,MAA,23.7,20.4,17,0
DEL,BLR,27.6,19.7,13,32
MAA,HYD,30.4,6.5,0,13
DEL,BOM,28.2,0.8,22,35
MAA,BOM,33.9,18.0,1,0
DEL,BOM,29.0,2.2,13,6
BOM,DEL,27.8,11.4,5,0
BOM,BLR,23.3,5.0,7,6
BLR,BOM,31.8,1.6,5,35
DEL,BOM,31.5,24.5,23,40
BLR,HYD,33.6,18.9,6,0
MAA,HYD,24.2,10.8,12,0
BLR,MAA,29.7,7.8,17,29
HYD,MAA,32.8,1.9,9,0
MAA,DEL,23.9,16.0,20,27
MAA,BLR,27.4,4.0,3,8
DEL,BOM,20.7,7.4,5,9
MAA,DEL,26.7,2.2,17,0
BLR,MAA,27.1,0.0,22,46
HYD,MAA,28.9,17.9,9,28
BOM,HYD,26.0,17.8,0,15
MAA,DEL,30.1,23.3,7,9
DEL,BLR,32.1,15.3,20,17
HYD,BOM,28.5,19.6,23,13
DEL,MAA,26.3,11.1,18,47
MAA,BLR,20.4,12.2,12,0
MAA,BLR,23.7,23.9,22,12
MAA,BOM,31.7,19.7,11,16
BOM,BLR,33.4,8.1,0,13
DEL,BLR,23.0,14.8,13,7
DEL,BLR,34.4,5.3,14,43
DEL,BOM,27.9,21.0,20,23
BOM,HYD,22.5,1.1,6,15
DEL,BOM,29.4,4.2,22,0
MAA,BLR,26.3,13.7,23,11
BOM,DEL,29.1,19.8,12,48
DEL,BLR,20.2,18.5,22,19
MAA,BOM,33.0,7.7,15,60
BLR,HYD,26.4,2.5,5,0
HYD,BLR,32.4,15.3,23,0
DEL,HYD,24.9,2.2,5,11
BLR,HYD,29.4,16.3,3,32
BLR,MAA,21.7,24.6,15,25
BLR,MAA,29.2,3.5,3,32
BLR,DEL,34.9,18.3,21,12
DEL,BLR,24.7,6.3,21,20
DEL,MAA,25.8,2.9,6,0
HYD,BOM,31.9,0.1,13,0
DEL,MAA,35.0,22.6,5,9
HYD,BOM,23.3,15.8,16,40
HYD,BLR,20.2,21.5,23,0
BLR,BOM,34.9,3.9,16,35
HYD,BLR,24.3,16.3,14,39
BLR,MAA,27.9,16.7,6,34
BLR,HYD,27.4,13.0,17,8
MAA,DEL,32.3,10.6,0,23
BOM,BLR,27.7,10.1,21,2
DEL,HYD,34.8,23.1,10,12
BLR,MAA,25.8,12.6,16,8
MAA,BOM,23.4,11.4,22,6
BOM,DEL,34.3,15.4,10,10
BLR,MAA,31.4,4.2,9,13
DEL,BOM,31.3,4.1,22,0
BOM,HYD,29.5,1.0,15,8
BOM,MAA,26.4,0.1,9,2
BLR,HYD,21.6,17.6,7,64
MAA,DEL,28.6,22.0,6,46
BLR,MAA,22.2,12.4,16,12
BOM,DEL,27.4,18.2,18,0
MAA,BOM,21.6,22.3,21,0
BOM,DEL,32.4,19.8,14,0
HYD,BLR,29.3,23.5,14,10
HYD,BOM,33.6,21.0,23,0
HYD,DEL,32.6,0.7,14,14
BOM,MAA,28.0,17.3,15,0
MAA,BOM,21.3,23.7,8,47
DEL,BLR,21.2,11.9,5,8
MAA,BLR,24.0,20.2,12,11
MAA,BOM,23.7,4.9,2,39
BOM,BLR,21.9,13.7,8,8
DEL,HYD,27.7,17.5,15,0
BOM,DEL,22.2,15.5,22,17
HYD,BLR,30.3,16.1,23,46
BOM,MAA,29.3,8.1,6,0
MAA,BOM,34.6,15.5,4,0
BOM,MAA,33.8,18.3,18,0
BOM,BLR,30.0,23.6,5,0
DEL,BLR,23.4,15.7,11,14
HYD,DEL,26.6,6.2,23,28
BLR,DEL,31.0,22.9,6,45
DEL,BLR,25.7,22.7,18,0
BOM,BLR,28.6,19.6,0,50
MAA,BOM,22.0,11.4,8,7
HYD,BOM,20.4,10.3,13,0
HYD,BOM,33.5,19.7,14,16
BLR,MAA,35.0,18.8,19,22
MAA,BOM,34.7,12.3,7,38
MAA,HYD,34.5,9.7,18,30
BOM,DEL,34.8,8.9,11,20
BLR,MAA,32.1,1.4,15,31
DEL,BOM,23.7,12.2,16,16
BLR,MAA,22.6,18.7,7,11
HYD,BOM,30.7,19.3,22,20
HYD,BLR,34.9,9.4,17,28
HYD,MAA,27.9,3.9,18,23
BOM,BLR,29.6,8.3,4,37
BLR,MAA,26.8,4.2,18,10
MAA,DEL,25.3,21.4,19,13
DEL,BLR,34.6,7.0,1,12
DEL,BLR,32.0,14.9,4,1
MAA,HYD,25.0,1.6,4,0
MAA,HYD,20.9,0.9,12,18
BLR,MAA,28.3,11.6,20,9
BLR,HYD,31.3,9.9,13,0
DEL,MAA,32.3,2.5,2,21
BLR,HYD,33.1,3.5,19,39
HYD,BLR,24.2,4.5,13,0
BOM,MAA,27.8,21.4,22,12
DEL,BLR,26.5,16.6,7,18
MAA,BLR,20.8,21.0,23,6
BOM,BLR,30.9,8.2,15,0
BLR,HYD,31.9,18.2,2,0
BLR,BOM,28.1,22.8,2,45
MAA,DEL,25.7,23.8,16,22
MAA,HYD,31.7,3.5,20,5
BLR,DEL,32.5,12.1,21,0
BLR,MAA,27.0,21.6,16,55
BOM,BLR,28.2,14.3,8,11
MAA,BLR,33.2,23.7,0,46
HYD,BOM,30.5,9.6,7,36
HYD,DEL,33.4,8.4,5,23
DEL,MAA,27.7,21.5,1,55
HYD,DEL,21.0,24.0,10,0
MAA,BLR,34.8,14.3,9,22
MAA,BOM,30.2,13.9,2,20
HYD,DEL,24.9,19.1,23,36
HYD,BLR,25.6,23.5,20,5
BLR,DEL,32.0,12.8,17,0
BLR,BOM,28.4,6.0,23,0
MAA,BOM,22.5,22.8,18,17
MAA,BLR,27.6,13.5,19,19
HYD,DEL,28.9,7.3,15,20
DEL,HYD,20.3,16.1,12,40
BLR,MAA,23.8,1.0,14,9
HYD,DEL,26.8,15.8,19,32
DEL,BLR,22.1,11.1,5,17
DEL,HYD,23.6,19.0,23,50
MAA,BLR,25.7,3.9,11,0
HYD,BOM,34.3,16.4,12,12
DEL,BOM,26.8,11.5,7,34
HYD,BOM,24.9,17.2,19,0
HYD,BLR,27.6,2.0,7,28
MAA,BLR,20.0,15.1,3,0
DEL,MAA,22.1,24.9,14,7
BLR,MAA,29.0,1.5,14,47
MAA,BLR,20.1,8.2,18,31
MAA,BOM,34.5,2.7,2,0
HYD,BOM,29.9,23.7,0,34
BLR,HYD,29.0,10.5,13,12
BOM,DEL,29.0,17.8,22,24
DEL,MAA,30.2,11.9,13,0
BOM,MAA,31.5,3.6,20,21
BOM,HYD,32.5,7.0,9,4
DEL,BOM,24.9,6.5,23,11
HYD,MAA,26.0,2.1,3,13
DEL,BOM,22.4,5.3,21,20
MAA,BOM,31.6,2.6,23,0
HYD,BLR,20.8,2.3,13,0
HYD,DEL,21.8,1.3,13,0
BLR,BOM,27.6,3.6,23,63
BOM,DEL,27.1,5.1,1,10
BOM,BLR,30.8,10.8,4,34
BLR,MAA,24.2,3.3,7,0
HYD,BOM,23.1,11.9,0,0
DEL,BLR,21.5,15.6,23,41
BLR,HYD,32.1,6.0,18,10
BOM,MAA,20.8,21.8,12,6
BLR,BOM,32.0,18.0,18,0
MAA,BOM,33.9,9.5,10,15
HYD,BLR,28.7,3.3,15,43
BLR,BOM,32.1,15.1,14,0
HYD,DEL,20.0,23.9,6,2
MAA,HYD,34.3,23.3,22,3
BOM,MAA,21.0,20.9,7,1
DEL,MAA,34.1,1.6,18,23
HYD,MAA,25.5,9.4,21,0
BLR,BOM,23.3,16.2,11,0
DEL,BLR,35.0,21.1,2,38
HYD,BLR,30.8,4.2,18,8
MAA,DEL,31.5,15.4,19,11
HYD,BLR,20.5,24.2,1,0
HYD,BOM,22.8,1.2,21,0
BLR,DEL,23.5,7.3,1,4
BOM,HYD,22.9,24.3,19,0
HYD,DEL,22.0,19.3,8,10
HYD,BOM,25.1,18.6,19,0
BLR,HYD,32.9,8.0,8,16
MAA,BOM,31.1,12.5,14,3
BLR,DEL,20.0,19.2,16,0
BLR,DEL,29.9,9.1,4,26
DEL,MAA,34.8,5.5,10,0
DEL,MAA,34.2,8.5,17,0
HYD,DEL,20.3,24.6,20,28
DEL,BOM,25.4,10.5,23,0
BLR,MAA,20.6,19.0,11,0
BOM,DEL,33.9,5.3,18,26
BOM,HYD,34.7,12.9,15,24
BOM,MAA,28.2,14.0,21,54
DEL,HYD,28.2,21.8,23,7
MAA,BLR,32.5,0.6,16,38
DEL,BOM,21.5,16.9,5,12
MAA,HYD,25.6,14.0,15,6
HYD,BOM,27.9,13.1,19,0
BOM,DEL,33.2,15.8,14,5
HYD,BOM,33.7,5.8,1,11
HYD,DEL,29.3,24.0,13,0
MAA,BLR,27.4,4.4,2,22
DEL,MAA,25.0,17.5,0,0
BLR,HYD,26.9,13.4,18,21
BLR,MAA,32.5,15.7,22,38
DEL,BOM,24.5,6.3,7,0
BLR,HYD,34.4,12.0,20,18
MAA,HYD,26.2,9.9,3,30
HYD,MAA,32.0,17.5,17,0
DEL,HYD,31.0,3.4,3,13
HYD,BOM,23.4,6.4,23,34
HYD,BLR,21.8,13.1,5,18
BOM,MAA,21.3,19.9,17,0
BOM,DEL,25.5,24.3,8,7
HYD,MAA,23.4,22.9,4,0
BLR,MAA,23.1,19.5,3,31
DEL,BOM,20.4,8.5,20,35
MAA,DEL,26.8,11.8,3,11
DEL,MAA,28.0,2.9,5,26
MAA,BOM,30.8,7.4,0,14
DEL,BOM,29.7,5.7,13,0
DEL,BOM,28.1,12.2,2,23
MAA,BLR,26.5,2.8,0,2
BOM,DEL,26.0,13.5,13,35
BOM,MAA,29.7,21.2,23,10
BLR,BOM,30.7,12.4,23,0
BOM,BLR,24.4,1.8,6,32
BLR,BOM,25.4,18.8,4,18
DEL,HYD,24.9,23.4,13,21
MAA,BOM,28.8,8.7,10,21
MAA,BLR,21.5,10.7,6,6
HYD,BLR,34.4,10.7,11,37
DEL,BOM,35.0,22.3,13,22
DEL,BLR,24.9,1.0,23,17
DEL,MAA,28.1,3.8,17,16
DEL,BOM,34.8,0.2,3,31
BOM,HYD,29.7,21.7,18,22
DEL,BOM,30.2,10.2,22,47
BOM,HYD,26.8,22.8,15,46
BOM,MAA,29.5,2.1,21,34
MAA,HYD,29.1,16.9,13,48
HYD,DEL,33.1,10.0,22,19
BLR,DEL,21.0,9.6,14,37
BLR,BOM,29.1,23.9,1,13
MAA,BLR,29.3,22.7,7,20
BLR,DEL,33.3,17.1,0,0
HYD,MAA,29.8,1.2,13,14
MAA,DEL,28.5,20.0,3,0
DEL,MAA,34.5,13.9,20,1
MAA,BOM,30.4,11.3,17,0
BLR,DEL,32.6,14.5,8,49
HYD,BLR,21.2,17.5,9,22
HYD,BLR,31.2,20.9,11,19
MAA,HYD,33.4,20.0,11,27
BOM,DEL,20.7,9.9,3,45
HYD,BLR,25.2,0.5,12,1
HYD,BLR,32.3,15.1,10,25
MAA,DEL,22.5,21.7,11,13
BOM,HYD,28.0,18.7,19,0
BLR,BOM,21.8,5.9,2,21
DEL,BOM,22.3,15.8,12,0
MAA,DEL,34.1,18.6,13,9
MAA,DEL,24.6,16.4,22,0
BOM,BLR,23.1,23.6,17,0
BLR,MAA,31.1,24.7,0,63
BOM,HYD,20.1,11.9,3,0
BLR,BOM,23.4,16.2,1,28
HYD,DEL,20.7,7.0,1,0
BOM,DEL,26.3,15.0,22,0
HYD,BOM,26.7,8.0,12,37
HYD,BOM,21.5,20.8,16,0
HYD,DEL,33.9,15.9,0,2
MAA,BLR,21.3,24.0,20,27
BOM,MAA,22.6,1.6,14,32
BLR,HYD,29.3,14.7,5,12
BOM,DEL,25.8,8.8,20,19
MAA,BOM,34.2,4.0,13,29
HYD,BLR,20.3,17.9,23,1
BOM,MAA,34.8,12.3,10,33
DEL,BLR,22.3,19.0,19,25
BOM,DEL,33.4,16.8,17,33
DEL,BLR,31.0,11.4,3,22
MAA,BOM,27.7,2.9,0,15
MAA,BOM,21.3,4.9,18,28
DEL,BLR,28.0,16.7,2,28
BOM,DEL,27.8,2.2,15,0
HYD,BOM,28.4,11.8,8,15
HYD,DEL,32.2,25.0,22,67
DEL,BLR,30.2,5.9,9,0
DEL,BLR,30.1,7.9,20,11
DEL,HYD,33.4,6.0,7,13
MAA,DEL,28.2,6.9,18,0
BLR,MAA,22.8,23.1,5,4
BOM,MAA,27.2,1.9,12,0
MAA,HYD,21.9,18.3,7,16
MAA,HYD,33.2,0.1,12,33
BOM,DEL,31.4,18.5,16,0
HYD,BLR,27.1,18.0,8,38
BLR,MAA,34.2,11.7,8,3
DEL,HYD,30.5,3.2,0,0
MAA,BLR,28.1,13.5,23,27
MAA,BLR,26.1,3.2,23,0
DEL,BOM,30.5,19.6,7,1
DEL,HYD,32.2,1.9,14,0
BOM,BLR,29.6,1.1,9,26
BOM,HYD,23.7,18.7,9,30
BOM,DEL,28.5,9.8,18,14
HYD,BLR,30.1,14.7,20,11
MAA,DEL,32.6,7.3,19,12
HYD,BLR,22.0,11.0,19,30
MAA,HYD,31.9,15.5,23,18
BOM,HYD,28.3,21.1,8,61
DEL,BLR,21.5,0.7,23,0
BOM,DEL,21.3,6.3,1,0
DEL,MAA,25.1,8.3,17,0
BLR,BOM,29.8,14.1,13,30
MAA,DEL,26.7,17.8,13,8
HYD,BOM,25.8,18.9,8,19
MAA,HYD,27.8,23.8,4,4
HYD,BOM,26.9,4.3,22,28
DEL,MAA,23.0,15.6,4,0
MAA,HYD,31.7,1.9,23,7
BOM,BLR,21.4,10.9,16,0
BLR,HYD,24.1,20.4,6,3
DEL,HYD,24.3,15.5,16,0
BOM,BLR,20.4,6.6,14,18
BLR,DEL,25.6,15.2,21,63
MAA,HYD,24.8,24.5,4,0
HYD,DEL,34.8,19.8,2,0
HYD,BOM,26.9,19.6,8,46
MAA,BOM,28.5,13.3,1,0
DEL,HYD,24.8,11.0,10,68
HYD,DEL,27.8,12.5,0,27
HYD,BOM,22.0,3.1,13,37
HYD,BOM,28.9,7.6,7,6
DEL,HYD,24.6,0.3,1,9
BOM,BLR,27.5,1.5,18,7
HYD,BOM,32.1,1.2,2,7
MAA,HYD,27.1,18.2,7,12
MAA,HYD,21.3,19.8,8,24
BLR,BOM,32.1,7.7,15,35
HYD,BLR,21.3,16.0,10,7
DEL,MAA,31.7,15.0,13,48
MAA,DEL,30.5,15.7,1,47
MAA,DEL,31.2,0.6,8,18
HYD,BLR,22.8,6.3,11,40
MAA,DEL,34.4,4.0,19,0
HYD,DEL,30.1,17.6,22,18
MAA,BLR,30.7,7.3,1,12
BOM,BLR,34.1,21.5,8,6
DEL,BLR,26.3,16.2,2,33
HYD,BOM,33.6,16.3,6,32
BOM,BLR,31.8,24.5,4,12
MAA,DEL,21.7,8.4,23,14
BOM,HYD,29.4,24.0,20,0
DEL,MAA,23.1,12.6,16,0
BLR,MAA,21.1,12.2,5,0
BOM,BLR,34.7,24.1,1,19
MAA,DEL,26.9,15.2,17,29
HYD,MAA,23.6,4.4,9,0
DEL,BOM,27.3,14.7,10,25
HYD,MAA,24.1,24.7,4,42
BOM,DEL,29.4,23.8,23,9
DEL,BLR,23.6,13.0,13,17
BOM,MAA,21.1,20.0,7,1
DEL,MAA,28.4,10.6,20,40
MAA,DEL,33.5,8.7,3,0
HYD,BOM,28.6,12.7,22,0
HYD,BLR,31.5,13.0,23,31
MAA,DEL,22.5,3.2,17,42
BLR,DEL,27.4,7.6,15,19
BLR,BOM,28.7,9.0,19,0
MAA,HYD,23.0,4.1,20,21
MAA,DEL,32.5,3.2,20,5
BOM,MAA,22.1,7.3,14,0
DEL,MAA,31.2,9.3,9,40
DEL,BLR,30.7,5.4,4,4
BOM,DEL,31.8,20.6,8,28
HYD,MAA,20.2,14.6,22,3
MAA,HYD,29.7,12.7,10,0
DEL,HYD,22.4,20.3,16,11
MAA,HYD,31.1,5.9,8,24
BLR,DEL,31.9,3.0,11,16
HYD,MAA,24.5,19.6,14,0
HYD,MAA,22.8,20.7,9,0
BOM,BLR,24.8,12.8,6,4
HYD,DEL,26.9,4.0,12,0
BOM,DEL,24.2,11.1,4,11
DEL,HYD,32.7,22.2,16,33
DEL,BOM,25.0,22.3,14,32
HYD,BLR,28.9,5.4,1,29
BLR,BOM,27.1,19.2,12,17
BOM,DEL,25.6,11.7,10,2
BLR,MAA,27.9,14.3,2,14
DEL,HYD,31.5,15.7,20,13
BOM,MAA,23.0,23.5,14,17
BLR,BOM,28.0,20.1,16,12
BOM,DEL,31.3,22.1,7,3
HYD,MAA,29.9,11.0,20,7
BOM,MAA,29.5,4.4,6,9
BOM,HYD,32.7,17.0,13,50
DEL,MAA,26.1,24.4,16,21
BOM,MAA,23.1,6.8,14,0
HYD,BLR,24.0,15.3,6,1
BLR,MAA,26.4,3.8,11,42
MAA,BLR,31.5,2.3,15,28
BLR,DEL,22.2,15.3,17,42
HYD,DEL,24.5,15.8,19,18
DEL,BLR,30.0,9.2,9,0
BOM,BLR,29.9,24.3,22,4
MAA,BOM,23.2,18.9,16,18
BOM,DEL,30.5,7.6,9,39
MAA,DEL,21.8,17.7,14,19
BLR,BOM,31.7,23.8,22,0
BOM,DEL,34.6,3.0,10,0
HYD,BLR,20.8,13.5,9,19
HYD,MAA,25.8,22.2,0,3
BLR,MAA,33.0,16.1,1,24
BOM,MAA,26.8,4.2,16,1
HYD,DEL,22.8,6.7,22,37
BOM,MAA,23.9,19.1,18,0
BLR,BOM,23.9,1.8,19,0
MAA,HYD,32.8,12.4,14,0
DEL,BLR,33.2,22.9,6,3
BLR,BOM,34.4,0.9,16,0
BOM,HYD,30.3,14.5,5,20
BOM,DEL,26.2,14.8,10,0
BLR,MAA,26.9,2.4,14,13
BOM,DEL,26.7,11.6,2,24
MAA,DEL,25.5,12.5,16,6
BOM,MAA,32.7,18.4,15,0
HYD,DEL,22.0,6.0,2,0
BOM,MAA,20.7,16.1,14,8
HYD,BLR,34.8,23.4,4,35
BOM,BLR,23.9,11.6,2,37
DEL,BLR,32.4,8.5,19,34
BOM,MAA,32.9,7.3,22,18
DEL,MAA,27.0,24.5,14,10
MAA,DEL,27.4,9.2,20,14
HYD,BOM,22.5,7.7,22,0
DEL,MAA,33.2,8.1,8,16
BOM,MAA,22.5,11.7,15,33
BOM,BLR,20.6,19.3,12,0
BOM,DEL,20.3,16.4,4,30
MAA,BOM,26.9,10.1,20,20
BOM,DEL,24.3,16.9,20,10
MAA,BLR,33.8,0.0,10,0
BOM,HYD,29.7,20.5,13,3
BOM,DEL,26.0,23.3,4,35
HYD,BOM,28.3,8.8,3,18
DEL,BLR,28.4,18.1,7,30
HYD,BOM,23.0,8.6,22,23
BLR,HYD,24.5,10.9,19,0
BLR,DEL,33.8,1.0,2,11
DEL,BOM,27.0,9.7,2,0
DEL,HYD,26.0,8.1,8,27
BOM,BLR,32.8,1.7,16,24
HYD,MAA,26.7,13.2,3,30
BOM,DEL,31.0,22.4,5,28
HYD,BOM,22.2,16.8,17,20
DEL,BOM,30.6,11.5,7,14
HYD,BOM,24.8,9.5,14,10
MAA,DEL,32.2,0.0,17,29
DEL,MAA,20.7,21.9,1,60
MAA,DEL,32.6,6.7,18,36
MAA,DEL,28.3,22.9,3,13
BOM,HYD,21.2,19.1,1,22
BOM,DEL,24.8,23.4,9,0
BOM,MAA,24.8,17.4,17,0
DEL,BLR,24.8,2.7,22,0
MAA,DEL,28.4,24.2,1,32
BLR,BOM,23.4,12.4,2,60
HYD,MAA,33.8,10.9,7,22
HYD,DEL,21.1,11.5,21,33
HYD,BLR,24.6,2.6,15,34
BOM,BLR,27.9,20.5,0,58
BLR,MAA,33.4,19.9,5,14
BOM,MAA,26.4,14.8,9,0
BLR,BOM,33.1,20.8,7,23
BLR,HYD,24.2,5.8,19,18
BOM,BLR,24.5,2.4,12,34
BOM,BLR,27.3,5.0,9,0
MAA,BOM,22.4,17.5,21,3
DEL,BOM,33.9,10.1,9,0
HYD,BLR,29.8,18.6,20,0
BLR,MAA,22.9,10.0,21,0
MAA,HYD,32.3,20.1,22,15
DEL,BOM,24.1,10.7,8,9
HYD,BOM,22.4,7.8,21,0
BOM,BLR,33.8,23.3,9,20
MAA,DEL,26.2,18.3,20,21
DEL,BLR,34.0,2.7,11,43
DEL,HYD,26.7,15.6,8,3
BOM,HYD,20.9,20.4,15,16
HYD,DEL,25.9,7.0,3,48
BOM,HYD,31.9,3.7,13,0
BLR,MAA,27.1,20.9,11,0
BOM,DEL,26.1,12.9,12,23
HYD,DEL,34.9,14.2,21,5
BLR,MAA,21.3,20.2,3,16
BOM,DEL,29.6,19.2,1,0
BOM,MAA,29.1,21.6,15,5
BLR,HYD,29.0,3.1,13,52
BLR,DEL,31.1,15.8,10,24
MAA,HYD,24.6,10.6,0,0
MAA,DEL,30.0,8.0,8,33
MAA,BOM,26.6,19.8,16,46
MAA,DEL,25.3,6.1,18,60
HYD,DEL,20.4,2.3,5,0
BLR,MAA,25.4,20.8,23,3
BLR,MAA,27.7,14.2,23,29
MAA,BOM,30.9,9.3,7,9
BLR,HYD,31.0,19.7,7,9
MAA,DEL,34.5,21.4,7,59
BLR,DEL,25.0,0.7,4,13
DEL,HYD,29.2,2.6,13,16
MAA,DEL,32.8,22.9,21,0
HYD,DEL,33.2,2.2,12,0
HYD,MAA,33.3,16.1,20,0
BOM,MAA,21.9,20.6,13,0
HYD,MAA,24.1,3.3,8,19
HYD,BOM,26.6,10.6,16,26
HYD,BLR,21.7,14.5,1,36
BLR,HYD,31.0,14.9,18,12
BOM,MAA,32.7,5.7,12,42
BLR,HYD,31.7,24.9,21,41
BLR,HYD,29.5,8.3,2,35
BOM,MAA,22.7,3.8,7,0
BOM,HYD,28.4,6.3,2,45
BOM,HYD,30.8,13.5,12,2
BOM,HYD,31.5,11.0,16,5
BOM,DEL,23.4,5.1,9,19
HYD,BLR,25.8,24.3,4,17
HYD,BOM,23.9,5.9,14,0
BOM,HYD,32.1,3.4,22,26
BLR,HYD,34.2,0.2,18,0
BOM,BLR,24.5,3.3,9,0
MAA,BLR,21.0,19.4,8,6
BLR,BOM,32.2,9.4,9,0
HYD,DEL,21.3,24.8,16,26
BOM,HYD,30.3,12.0,23,13
BLR,DEL,31.7,21.5,5,31
HYD,MAA,26.2,9.6,8,21
BOM,DEL,32.8,22.3,19,32
BLR,HYD,29.3,24.2,3,10
BLR,HYD,32.5,16.3,0,43
BLR,DEL,33.1,8.1,0,46
MAA,BLR,31.4,3.2,23,26
HYD,DEL,22.4,8.3,1,0
BOM,DEL,27.4,10.3,12,1
DEL,MAA,34.7,14.6,18,21
BOM,MAA,22.4,12.2,5,0
BLR,BOM,31.3,11.5,1,12
HYD,DEL,29.0,23.8,14,29
DEL,BLR,31.4,10.5,19,27
BLR,HYD,33.6,24.4,22,41
HYD,BOM,24.3,16.6,1,42
BOM,HYD,34.7,24.5,7,1
HYD,BOM,27.4,24.1,8,17
DEL,HYD,30.0,2.3,6,0
MAA,BLR,35.0,11.8,20,17
BLR,BOM,25.0,8.9,6,39
DEL,BLR,22.2,9.6,16,0
DEL,MAA,31.1,20.2,16,6
BLR,DEL,21.6,2.9,23,38
MAA,BOM,27.0,6.7,16,30
DEL,BOM,23.4,10.4,10,49
DEL,BLR,24.3,18.9,23,22
BLR,DEL,25.1,23.2,4,42
BOM,DEL,20.6,14.5,8,46
HYD,BLR,26.7,1.0,8,0
BLR,DEL,30.2,2.8,8,2
DEL,BOM,27.2,1.0,7,8
BOM,BLR,28.6,3.2,8,8
BLR,MAA,25.6,13.3,17,6
HYD,BOM,28.4,21.1,18,0
BOM,MAA,20.2,10.3,0,4
MAA,BLR,24.8,18.1,4,7
BOM,DEL,28.1,1.8,5,17
BLR,BOM,25.0,4.1,17,34
MAA,BOM,31.3,13.5,12,4
BOM,HYD,26.1,17.2,2,10
BLR,MAA,30.8,12.0,17,0
DEL,MAA,20.5,16.0,17,1
MAA,HYD,20.8,6.8,8,42
BLR,BOM,30.4,19.9,21,49
DEL,MAA,21.3,17.9,14,34
MAA,BLR,27.7,20.3,11,18
BLR,BOM,34.5,17.5,10,11
MAA,BLR,33.1,2.3,8,9
MAA,DEL,34.4,16.0,7,20
BOM,BLR,32.0,14.1,21,11
MAA,HYD,32.6,15.7,17,0
BOM,MAA,34.5,11.1,14,10
MAA,HYD,34.0,2.4,17,37
BLR,DEL,29.9,7.3,8,25
DEL,MAA,31.5,16.0,11,2
BOM,HYD,32.3,14.6,22,40
DEL,HYD,24.8,12.2,22,1
MAA,BOM,21.4,1.6,0,3
HYD,DEL,22.4,18.7,12,0
BOM,HYD,31.2,24.5,7,0
HYD,DEL,25.8,12.2,14,0
BLR,MAA,25.5,19.7,12,0
MAA,BLR,24.8,14.6,19,31
MAA,BOM,27.4,15.4,20,0
DEL,BOM,33.1,2.2,22,12
BOM,MAA,28.6,5.3,3,31
DEL,HYD,32.8,10.3,16,23
DEL,HYD,26.1,3.9,17,15
HYD,MAA,25.6,9.3,17,0
BLR,DEL,24.0,18.5,13,0
HYD,DEL,22.0,2.0,20,32
BLR,DEL,20.9,2.8,3,31
HYD,MAA,24.9,7.4,15,30
MAA,HYD,33.6,13.9,3,24
MAA,BLR,21.4,7.9,5,6
HYD,BOM,22.5,22.0,4,0
DEL,MAA,33.6,1.0,18,3
BLR,DEL,20.7,9.4,15,14
BOM,DEL,27.1,22.9,13,16
